Geneid	D35Ctrl_222_Aligned	D35Ctrl_322_Aligned	D35Ctrl_323_Aligned	D35GAF7_322_Aligned	D35GAF7_323_Aligned	D35GAG5_222_Aligned	D35GAG5_322_Aligned	D35GAG5_323_Aligned	D35RCD5_222_Aligned	D35RCD5_322_Aligned	D35RCD5_323_Aligned	D35RCG3_222_Aligned	D35RCG3_322_Aligned	D35RCG3_323_Aligned	D65Ctrl_1123_Aligned	D65Ctrl_222_Aligned	D65Ctrl_423_Aligned	D65GAF7_222_Aligned	D65GAF7_423_Aligned	D65GAG5_423_Aligned	D65GA_1123_Aligned	D65RCD5_423_Aligned	D65RCG3_222_Aligned	D65RCG3_423_Aligned	D65RC_1123_Aligned
ZC3H10	525	743	639	491	601	388	507	604	458	370	438	408	552	600	471	433	308	730	367	318	255	419	296	490	500
ESYT1	4293	2158	1599	3466	1537	4320	1731	1655	4991	1890	1376	6069	3974	2475	755	3207	781	4918	787	604	491	1074	4668	983	1196
LOC124902943	13	25	46	27	20	14	19	22	13	17	17	21	25	17	15	17	36	47	19	23	20	44	21	31	22
MYL6B-AS1	2	9	4	3	9	4	2	2	1	4	6	5	4	5	5	1	4	4	1	2	5	4	0	7	4
LOC124902942	5	2	0	8	0	1	4	6	2	1	1	6	0	4	1	1	3	9	4	1	6	7	1	10	1
MYL6B	1307	2136	1573	1652	1532	1023	1579	1463	1243	1298	1352	1255	1584	1542	1616	1314	2074	2035	1326	1290	1154	1544	1225	1791	1520
MYL6	19970	10219	6941	15005	8391	19453	10081	6823	20007	8860	6190	27594	16662	9036	3747	15089	6223	26307	4046	2987	3159	4949	26143	5261	5557
SMARCC2	5686	9957	9310	6855	7257	4117	6210	8026	4276	4970	6146	3529	7087	8481	5995	6323	5634	9347	5124	5357	3284	5451	3221	6789	7913
TRS-CGA4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC107984468	3	5	1	0	0	1	4	0	3	2	2	1	6	0	0	4	0	7	1	4	4	3	0	1	3
RNF41	1404	2137	1737	1833	1404	1656	1348	1475	1462	1358	1202	2415	2454	1591	3023	2041	2531	3598	2097	2484	2527	2712	2330	3396	2407
NABP2	1685	1590	1229	899	940	1356	976	1076	1631	946	871	1017	1178	1059	1100	1084	983	1574	626	609	808	1138	986	814	1095
SLC39A5	0	12	7	15	35	3	23	12	8	28	25	8	26	27	23	11	27	17	19	22	38	30	9	34	14
ANKRD52	5700	3626	3434	3332	2801	6413	2712	3116	5080	2546	2349	8136	6062	3704	2989	7315	3438	11122	2844	2940	2485	3446	7478	4269	3514
COQ10A	269	440	376	392	353	214	370	360	222	379	317	256	413	490	335	272	294	361	304	262	174	270	231	337	401
CS	5827	5963	5180	4631	5299	5790	4431	5396	5020	4318	4625	7094	5013	5353	7160	4545	6537	7509	5430	5146	5254	6368	4959	7474	5193
CNPY2	1549	1462	1196	1573	919	1345	795	1132	1650	895	838	1967	2353	1417	930	1329	624	2175	566	680	606	829	1729	818	1069
CNPY2-AS1	71	87	120	70	86	52	49	102	68	63	83	75	126	123	57	84	75	156	58	76	72	74	93	76	132
PAN2	956	1797	1612	2736	3159	697	3629	2921	917	3481	2858	749	1858	3227	1852	925	1806	2300	2312	2308	2064	3057	853	2691	1880
IL23A	4	6	9	14	7	6	10	15	9	9	8	10	29	9	9	9	7	15	7	13	8	9	12	12	8
STAT2	936	1496	1495	1913	1760	899	1655	1572	755	1851	1462	1275	2776	2168	1777	2060	1310	2909	1381	1439	1397	1779	1633	1912	1307
APOF	1	8	0	2	0	0	2	0	0	1	1	2	0	0	0	0	2	2	0	0	3	0	1	0	0
TIMELESS	4433	5229	4028	2582	2971	2920	2154	3859	5126	2328	3000	2683	2722	3525	809	1353	1212	2402	1523	800	758	1566	1123	1249	2802
MIP	2	1	1	1	0	0	1	0	0	3	1	6	1	1	0	0	1	1	1	2	0	4	0	2	3
SPRYD4	299	321	316	287	174	265	178	257	319	136	155	314	324	286	187	258	233	362	186	171	162	174	280	197	207
GLS2	8	26	27	13	42	13	25	25	4	5	21	26	21	14	101	24	121	28	101	93	113	88	17	134	30
LOC124902944	2	5	10	6	1	4	0	6	0	3	0	5	7	4	8	6	13	9	6	5	14	6	0	8	6
SNORA105C	7	3	10	2	1	4	2	1	7	2	6	0	2	3	0	2	5	4	3	0	0	0	0	2	4
RBMS2	1456	1278	1061	1439	1445	1683	1271	1593	1283	1270	1341	4131	2220	1590	1140	1291	1463	2354	1173	923	828	1484	2785	1423	888
BAZ2A	4981	5212	4994	4701	7363	3995	6672	6670	5102	6600	6401	3870	5025	6226	9198	4041	9434	6393	7205	7219	7529	10991	3433	9540	4633
ATP5F1B	13312	18768	13775	14642	12175	13902	11486	13309	14270	11788	11131	15111	14494	13286	16412	10088	15231	17579	13222	12985	13475	15922	11668	17834	13648
SNORD59B	2	6	4	3	3	0	2	3	0	2	7	0	0	12	4	1	5	5	4	5	2	8	2	6	2
SNORD59A	1	7	0	1	0	1	5	4	0	4	1	2	6	4	7	3	19	2	9	6	9	9	2	8	4
PTGES3	9197	9684	7311	8066	7592	8849	7415	7592	8948	8268	6858	9282	7129	7703	8789	5298	8640	8042	6520	6041	7415	7532	5027	8481	6030
NACA	10136	12567	10374	11400	12089	10295	13210	12725	10497	11194	11009	12407	13017	12017	14042	7667	15795	13993	12114	10067	12289	13340	8774	14695	10717
PRIM1	594	916	825	223	433	516	242	682	744	168	472	369	466	478	291	219	369	356	415	345	275	480	139	434	637
HSD17B6	17	27	23	7	13	17	20	18	24	8	15	9	16	17	25	3	18	22	25	20	9	32	12	17	26
LOC124900330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR9C7	2	4	8	5	1	4	8	2	0	4	6	1	2	3	10	2	15	3	9	12	5	10	1	16	6
RDH16	13	16	16	24	76	4	76	50	13	72	64	11	10	39	68	13	102	18	72	81	82	84	11	88	19
LOC124902945	12	14	17	24	33	9	51	26	14	57	37	12	17	31	103	5	69	22	49	67	97	98	5	77	17
GPR182	14	18	19	14	39	10	39	29	12	52	15	4	14	14	96	10	89	20	66	66	80	90	6	73	13
ZBTB39	1213	1521	1288	905	1113	993	1049	1251	1325	901	950	1302	1181	1085	821	819	1044	1371	799	729	652	889	617	954	869
TAC3	3	161	185	6	53	22	14	118	1	13	69	2	25	53	469	3	731	101	547	247	235	555	12	578	257
MYO1A	7	0	2	1	4	4	6	3	10	7	0	11	3	3	9	3	4	3	5	8	11	5	1	6	3
NEMP1	2531	2458	2524	1237	2158	1994	1487	2760	2659	1279	1998	2222	1834	2124	1531	1218	2190	1866	1706	1141	1123	1852	872	1699	1920
NAB2	2342	3028	2262	1616	2704	1787	2359	2601	1518	2105	1931	2727	2149	2327	3372	1659	4220	2151	3588	3154	2869	3694	1486	5084	2486
STAT6	194	146	93	591	407	406	410	305	324	619	333	1621	1913	593	186	177	42	586	67	130	150	178	1300	98	51
LOC124902946	2	1	1	10	3	5	2	0	1	0	4	7	17	3	2	0	3	7	2	0	2	4	7	1	1
LRP1	13503	16860	16132	19464	19077	15027	15388	16588	11217	16298	12997	16272	29419	21293	18202	36586	19434	60127	18661	19851	14999	22684	22979	28028	16213
LRP1-AS	5	1	3	2	4	1	2	1	4	2	6	21	3	0	5	11	7	20	11	4	12	6	2	8	8
MIR1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPH4	175	638	558	86	148	97	71	251	168	31	159	68	490	258	1219	207	1287	499	759	714	754	1004	374	925	1253
SHMT2	3574	3663	2708	2443	2914	4598	2524	2908	6492	2704	2292	4419	4016	2456	2876	4117	2853	7591	2853	1929	2288	3650	4843	2813	3113
NDUFA4L2	17	117	129	22	100	11	80	72	12	28	38	18	72	59	110	55	259	96	99	165	76	120	21	230	144
STAC3	46	77	125	87	147	32	134	115	48	115	129	59	111	137	113	107	177	167	118	122	127	179	59	158	131
R3HDM2	950	2371	2368	2601	2942	964	2472	2715	1017	2460	2417	1389	2201	2889	3649	1561	3785	2542	3256	3250	2340	3717	1365	4297	2989
R3HDM2-DT	1	2	2	1	0	2	2	0	0	2	1	2	1	0	8	2	8	1	2	1	3	4	0	11	1
INHBC	9	12	8	7	7	0	6	6	11	4	5	8	12	9	19	5	2	5	9	26	5	12	2	7	7
INHBE	7	11	4	16	28	35	32	4	113	55	12	9	82	16	9	224	10	402	14	15	4	16	118	7	7
LOC124902947	27	11	5	19	21	35	18	15	65	2	7	8	46	41	2	24	1	59	4	1	1	8	17	4	11
GLI1	437	581	331	346	591	351	419	588	795	135	325	33	449	821	17	186	20	358	59	14	11	15	73	32	67
ARHGAP9	27	20	25	4	18	21	10	17	23	1	14	28	67	28	64	57	48	115	42	76	40	30	43	67	25
MARS1	4990	4453	3694	3815	3254	5754	3116	3325	6900	3059	2606	6823	5614	3417	3022	5569	2905	8663	3100	2815	2437	4247	5343	3721	4300
MIR6758	8	6	22	10	23	5	23	21	11	25	25	2	23	31	16	27	12	53	21	9	3	22	21	27	17
DDIT3	185	131	138	226	264	178	476	130	218	457	198	409	337	192	454	363	277	565	289	202	367	660	293	342	158
LOC128125814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR616	7	2	2	1	5	3	2	2	2	3	0	12	1	5	2	4	3	10	9	3	5	2	4	0	0
MBD6	978	1320	1451	1071	1496	861	1145	1435	884	1193	1298	955	1583	1817	1007	1217	1190	1769	977	723	660	1483	989	1053	1277
DCTN2	3626	5355	3989	4575	4962	2976	4769	4196	3016	3947	4017	3043	3877	4401	5813	3618	6156	5577	4524	4260	4288	4743	3322	6147	4358
KIF5A	2322	6765	6808	3651	5856	1311	4418	5482	858	2544	4305	341	3760	5074	8234	4319	7861	5817	7742	8684	5523	7861	678	11678	8179
PIP4K2C	651	729	661	857	573	701	465	574	559	536	474	1169	1056	783	848	791	763	1252	716	648	719	852	1161	1103	700
DTX3	1322	3036	2805	2764	3107	1042	2957	3123	1176	2750	2913	1070	2444	3599	2720	1864	3176	2981	2754	2614	2131	3045	1052	3617	3298
ARHGEF25	703	1782	1524	1282	1460	651	1286	1710	789	1102	1363	428	1636	1779	2897	1038	2454	1840	2517	2757	1550	2859	789	3275	3120
LOC101927583	2	9	15	26	27	3	27	20	4	18	24	2	18	29	57	18	74	39	47	78	80	81	10	93	74
SLC26A10P	11	39	70	23	54	8	46	64	8	29	66	9	60	58	101	60	118	81	87	115	61	89	22	107	205
B4GALNT1	673	2092	2234	469	1078	312	605	1298	504	251	789	151	449	963	1649	1201	2266	1254	1923	2246	1114	1991	255	2829	3244
OS9	3647	5048	3936	5957	3868	3530	4097	3963	3250	3981	3436	5382	6871	5264	3232	4675	3741	7485	2509	2626	2758	2939	5777	3224	3370
AGAP2	226	2506	2699	640	1071	113	644	1308	97	230	805	42	486	1103	2783	1433	2760	929	2895	3507	1640	2600	71	4561	3057
AGAP2-AS1	3	15	10	3	0	2	1	5	4	6	4	0	1	6	20	11	7	12	10	13	3	5	6	11	21
TSPAN31	613	527	490	734	625	421	613	541	416	570	487	538	697	735	464	523	391	824	344	305	296	498	447	430	465
CDK4	2824	3655	2171	1681	1334	2388	1016	1957	3088	932	1392	2813	2589	1776	1150	1537	1066	2517	1045	767	730	1210	1883	1240	1906
MIR6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF9	668	1575	1383	954	967	592	821	1107	552	584	802	512	796	1091	1207	963	1432	1590	1266	1401	918	1323	713	1756	1470
CYP27B1	26	42	49	14	7	28	23	27	34	23	12	36	30	22	62	28	42	34	46	34	28	55	16	57	41
METTL1	359	227	163	117	53	277	52	85	396	62	62	368	224	135	84	146	41	251	54	41	79	87	195	80	109
EEF1AKMT3	124	93	124	108	163	141	114	128	136	140	149	160	206	170	473	165	370	255	250	279	432	394	187	383	112
TSFM	540	622	560	468	341	568	347	483	614	293	327	638	668	486	632	414	408	703	456	445	538	512	438	572	510
AVIL	201	190	256	85	90	109	70	117	174	108	70	198	249	142	223	279	137	403	158	162	186	203	161	212	286
CTDSP2	5023	7797	6080	6056	5672	4692	5144	6578	5770	5497	5466	5217	8496	6730	7014	4254	7048	8108	6244	4996	4313	8543	4360	7076	5611
MIR26A2	4	2	3	4	1	3	4	6	5	5	1	3	1	3	17	1	2	8	0	5	7	4	1	5	0
LOC105369783	16	9	7	17	7	8	11	6	30	12	8	16	26	10	25	21	14	31	9	10	14	25	12	12	8
LOC283387	0	7	5	10	5	0	4	15	1	9	12	2	3	1	1	1	3	0	1	1	0	0	3	3	3
LOC124902948	0	0	1	1	2	1	3	0	1	3	2	1	1	0	0	0	0	1	1	0	0	2	0	1	0
LOC101927608	0	0	0	1	0	0	0	1	0	1	1	1	2	1	0	0	0	0	0	1	0	2	1	2	1
GIHCG	152	157	125	431	204	130	254	200	132	345	187	71	218	269	140	108	135	155	108	98	136	132	63	159	108
ATP23	2	1	2	1	3	1	2	2	2	0	0	4	0	4	1	0	2	0	0	0	0	0	1	0	0
LOC105369784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02403	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369786	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369787	0	0	0	0	0	4	0	0	2	0	0	5	0	0	0	3	2	1	0	0	0	0	5	0	0
LOC105369788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105369789	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02388	0	0	0	0	0	7	0	0	1	0	0	2	0	0	1	0	0	8	0	3	0	0	0	3	0
LOC124902949	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC100506869	0	0	0	0	0	9	0	0	0	0	1	2	3	2	0	0	0	13	0	0	1	0	1	2	0
LRIG3	480	541	470	1323	729	1619	969	867	890	1250	683	1074	2488	1422	691	544	1011	2771	758	513	681	906	1054	878	645
LRIG3-DT	1	0	3	4	0	2	1	2	2	0	2	2	8	1	0	3	0	5	0	1	1	0	2	0	1
LINC02448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A7	202	315	416	93	342	251	238	466	175	110	285	488	211	195	649	125	728	334	741	1029	1052	817	267	1323	381
LOC100996696	5	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	3	0	1	1	0	0
LOC124903070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105369793	1	1	2	4	1	1	2	1	0	0	4	3	1	0	1	1	1	3	0	3	0	0	0	1	2
TAFA2	212	336	428	418	340	68	399	328	24	104	216	80	237	275	84	298	170	813	203	116	81	77	35	306	189
LOC124902950	2	1	2	2	7	5	1	2	3	1	2	0	3	6	3	2	4	11	2	8	3	5	0	1	3
MIR6125	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP15	1113	1488	1591	1050	1346	1063	1438	1501	988	921	1188	1331	1340	1179	1360	1127	2154	1831	1476	1516	1724	1713	948	2091	1691
MON2	1969	2093	2395	2263	2711	1716	2728	2658	1877	2663	2144	1809	3147	2986	2690	2153	2833	3771	2634	2679	3033	3597	1461	3705	2336
MON2-AS1	2	5	1	4	2	5	11	3	2	7	0	5	9	1	9	1	18	8	5	4	22	9	2	8	10
LINC01465	93	8	15	12	1	56	2	3	102	6	2	54	22	17	23	28	11	63	10	5	10	7	13	7	11
MIRLET7IHG	569	201	236	107	73	362	36	123	488	42	58	216	341	196	66	818	72	889	55	61	50	70	208	64	158
MIRLET7I	38	2	6	5	1	24	4	6	40	5	1	11	16	5	10	27	4	31	2	2	3	2	15	1	6
PPM1H	699	444	366	1260	372	1165	478	346	1221	1133	379	1521	2041	757	358	1000	236	1441	238	272	253	369	701	429	190
LOC124903103	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369795	5	0	0	1	3	20	4	3	32	1	2	6	10	5	0	4	0	4	0	0	0	0	1	1	0
AVPR1A	0	32	41	29	7	4	23	31	4	8	23	3	33	15	76	0	39	9	58	49	14	86	1	70	25
LINC03056	0	0	1	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	2	1	0	0	1	0
LOC105369797	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L2	531	1227	1816	511	988	314	435	1590	305	271	1019	230	761	1324	761	453	1914	823	1375	1866	740	1087	243	2382	1960
RXYLT1	345	388	260	309	291	350	230	299	404	229	236	619	474	348	308	271	300	470	312	343	254	290	350	412	336
RXYLT1-AS1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
MIR10527	3	2	2	2	0	1	4	0	0	2	1	2	8	3	0	1	2	3	0	5	1	0	0	1	0
SRGAP1	2351	1859	1960	1228	1794	1734	1407	1524	2204	1353	1270	731	1294	1577	2024	1371	3608	2387	2087	2689	1482	2286	923	3831	2802
LOC105369801	2	4	2	0	0	1	1	1	1	1	0	2	1	1	2	1	5	0	3	6	0	4	0	3	2
LOC105369798	1	1	2	5	7	5	7	0	3	10	4	1	5	3	6	3	24	1	15	10	7	13	0	8	3
KICS2	150	173	101	146	149	95	157	128	159	99	137	122	149	124	373	94	352	171	290	321	349	334	115	437	120
LOC124902952	4	2	4	12	12	6	9	7	6	11	7	2	2	5	16	1	5	7	6	13	23	12	2	24	8
C12orf56	6	3	3	3	13	3	11	3	7	8	3	10	2	4	5	1	3	3	5	11	10	2	1	5	3
LOC124903101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
XPOT	4227	4453	3798	2857	3390	4840	2922	3901	5564	2672	2947	5747	5228	3534	4281	4848	4755	8263	4168	3762	3352	6126	4458	5047	4188
TBK1	653	442	558	368	466	573	453	443	467	296	374	824	664	465	418	537	688	834	474	434	403	598	561	634	503
LOC105369803	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RASSF3	346	180	117	353	155	728	147	168	483	231	141	905	1025	244	151	679	77	2373	88	88	98	172	1421	89	37
LOC124903098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF3-DT	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNS	3418	3364	2298	8142	3723	4162	3083	3520	3071	4507	2984	6146	7115	6333	2876	5938	2198	10415	2320	1945	2107	3431	7071	3239	2158
TBC1D30	63	740	847	477	405	82	383	535	63	266	330	88	378	661	940	270	706	290	720	983	647	689	72	1244	642
LOC124903113	0	3	0	1	3	0	3	0	0	1	1	0	1	2	0	0	1	1	1	0	4	0	0	2	1
LINC02389	0	16	19	0	0	0	1	8	0	0	3	2	4	4	8	2	6	3	7	9	8	8	1	33	25
LINC02231	0	2	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	2	1	0	3	0	3	1
LOC107984522	0	2	3	2	0	0	0	0	0	0	0	0	1	0	1	0	4	0	5	5	0	0	0	1	1
WIF1	3	81	84	164	62	15	39	84	10	13	69	4	446	176	91	10	58	88	55	36	87	57	14	142	18
LOC124902953	2	3	6	1	9	2	1	2	4	0	2	1	5	4	4	1	8	3	4	9	1	3	3	5	5
LEMD3	1336	2081	2027	1362	1342	1287	1337	1652	1317	1210	1321	1584	2030	1531	1595	1099	1722	1757	1303	1304	1296	1622	864	1785	1602
MSRB3	1241	617	529	594	259	2119	182	386	1578	300	317	4143	1531	591	242	1347	130	2869	151	144	116	205	3522	135	196
LOC124902954	5	0	0	1	0	3	0	0	1	0	0	5	3	2	0	2	0	11	0	0	1	6	3	2	0
MSRB3-AS1	2	2	2	0	0	2	0	1	2	0	1	4	3	1	0	1	0	1	0	1	0	2	9	1	0
LOC105369809	0	1	0	2	0	2	1	1	3	2	2	1	1	0	0	0	0	5	0	0	0	2	6	0	0
LOC105369187	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369808	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
LINC02454	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	3	0	2	0	0	1	0	6	0	0
LOC105369806	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP52	9	37	40	14	28	3	20	48	11	18	50	11	21	34	32	11	61	8	54	43	48	63	7	24	27
HMGA2	10460	19512	13558	6924	8092	10339	5323	17737	10570	5332	12194	10754	14161	10525	3374	4020	2302	3564	3165	1828	2098	3962	5096	1903	4043
HMGA2-AS1	37	107	87	24	58	55	22	123	42	30	69	64	91	64	60	38	62	40	73	59	37	87	42	45	48
LOC124902955	29	102	100	24	57	56	40	108	23	21	65	45	58	61	59	51	31	55	55	42	57	87	60	44	45
MIR6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LLPH	928	705	691	516	591	845	603	630	471	281	313	634	431	289	1110	596	830	997	643	773	807	523	401	515	311
LLPH-DT	46	42	34	47	51	31	32	53	37	15	17	24	15	19	50	17	22	32	15	26	15	18	10	10	15
TMBIM4	674	791	611	1554	882	731	878	934	710	691	681	914	1227	1212	399	571	372	961	373	334	279	468	557	433	445
IRAK3	13	18	17	2	26	6	8	12	17	10	8	15	9	10	1	5	5	9	1	2	1	2	4	0	0
MIR6502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HELB	114	139	162	135	176	116	161	149	80	178	159	107	191	145	208	124	229	232	152	170	235	192	89	207	123
LOC124903104	9	16	22	12	21	14	12	15	10	18	14	5	22	14	25	10	12	14	16	15	26	13	16	27	19
GRIP1	688	1196	1232	820	1265	593	1095	1436	730	795	1129	956	1080	1067	891	594	1086	1269	1050	1377	625	1182	663	1169	1125
LOC105369811	16	10	16	12	31	7	7	20	8	23	23	14	17	22	27	10	20	38	22	44	37	38	6	40	15
LOC124902956	34	33	21	22	21	61	25	32	36	19	21	83	53	16	22	42	25	25	13	33	28	42	20	24	40
LOC102724421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
CAND1	6803	9093	8614	6381	7574	6122	6617	8736	6275	5208	6612	6757	8414	7561	7758	5223	9220	8462	7170	6977	6318	7843	4753	10084	7647
LOC124902957	12	6	10	8	9	11	2	4	11	9	2	15	10	4	7	13	0	17	2	3	6	0	18	5	7
LOC105369813	1	0	1	1	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
LOC105369812	8	0	3	5	0	9	1	1	4	3	1	7	9	1	0	1	0	5	2	2	1	0	5	2	2
LOC124903072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC02420	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02408	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	4	0	3	2	8	22
LINC02442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DYRK2	2019	3531	3057	1883	2573	2408	2311	3475	2299	2110	2658	2275	2772	2417	6632	1819	5978	3671	4826	5798	4711	6463	1802	7196	4420
LOC105369816	29	92	60	32	74	39	30	57	36	18	54	46	63	68	47	50	94	112	68	93	32	72	23	146	69
LOC124902958	5	16	6	6	5	2	8	7	10	6	17	18	5	8	10	5	12	10	13	17	13	14	4	20	11
LINC02421	4	1	0	8	5	4	5	4	5	6	5	12	2	3	1	3	8	12	3	7	3	7	6	6	0
LINC01479	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0
IFNG-AS1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105369818	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL26	2	0	0	4	0	0	1	0	1	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0
IL22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MDM1	532	2085	1407	3319	1357	705	1553	1681	737	2080	1291	386	2993	2883	951	795	853	1254	986	742	737	1037	374	1156	1580
LOC105369819	3	8	6	42	17	7	12	4	4	5	10	5	31	28	13	23	4	28	4	6	7	1	2	2	7
LINC02384	0	2	1	1	0	0	2	6	0	0	0	1	0	0	3	0	0	1	4	1	2	0	0	5	3
RAP1B	2402	2421	1722	2405	1659	3135	1758	1783	2468	1976	1321	3069	3395	2138	1991	2321	1637	3994	1561	1350	1331	1777	2329	2085	2070
SNORA70G	2	0	6	0	2	2	4	5	1	10	4	3	3	1	4	0	5	6	6	5	5	7	1	3	1
LOC100507250	9	9	5	9	11	2	7	10	9	14	9	2	18	10	14	3	15	11	3	9	7	14	0	3	5
NUP107	2643	2683	2398	1382	1640	2549	1344	2249	3034	1091	1679	2486	2506	1983	1294	1346	1387	2176	1384	943	1011	1438	1247	1373	2132
SLC35E3	915	1083	1029	809	811	706	649	805	797	590	598	634	986	945	1026	798	951	1103	810	914	828	921	473	1011	901
SZRD1P1	0	1	7	1	0	2	3	15	2	4	7	5	5	7	12	2	5	0	9	14	6	5	1	12	1
MDM2	5801	3502	3186	3312	3545	4339	3234	3355	2319	1929	2240	7101	6534	3782	2988	5803	3818	10609	3570	2641	3614	3163	5697	4199	3424
CPM	52	3	5	13	12	28	7	1	11	5	2	124	50	26	16	55	9	90	4	9	16	3	125	17	1
TODL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
CPSF6	4889	6771	7436	3510	5182	3836	5001	6343	4330	3268	4411	4038	5607	5337	5044	3934	5688	6692	4720	4822	4447	5029	2776	6238	5906
MIR1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYZ	5	2	2	2	1	2	2	5	2	0	1	5	3	3	2	1	1	1	2	3	2	4	3	2	7
YEATS4	724	1088	887	730	783	641	738	921	783	599	698	637	818	874	692	379	736	683	605	540	505	703	371	811	768
LINC02373	4	15	20	12	17	4	13	43	15	14	19	4	10	17	17	9	28	10	22	13	16	14	2	31	20
FRS2	1627	1624	1501	1889	1672	1541	1715	1616	1346	1479	1327	1688	2031	1757	1498	1620	1525	2472	1274	1287	1288	1434	1108	1986	1420
SNORA113	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2
